"2013 Medicare Advantage, and Cost Plans",,,,,,,,,,,,,,
"Data as of November 21, 2012.  Includes 2013 approved contracts/plans.  PACE, Special Needs Plans, Part B Only Plans, Medicare/Medicaid plans, and Employer  sponsored plans (800 series) are excluded. Plans under sanction are not shown.",,,,,,,,,,,,,,
"Notes: Data are subject to change as contracts are finalized.  For 2013, enhanced alternative plans may offer additional gap coverage which is calculated as the percentage of “generic” formulary products with coverage above and beyond the 2013 standard ""generic"" coverage gap cost-sharing benefit and/or the percentage of “brand” formulary products covered in addition to the coverage gap discount for applicable drugs.  Additional gap coverage levels are determined separately for formulary generic and brand products and are described as follows:   “All”: 100% of formulary drugs are covered through the gap, “Many”: ?65% to <100% of formulary drugs are covered through the gap, “Some”: ?10% to <65 % of formulary drugs are covered through the gap, “Few”: >0% to <10% of formulary drugs are covered through the gap (and must also be >15 products covered through the gap), “No Gap Coverage”:  0% of formulary drugs are covered through the gap (or ?15 products covered through the gap).  A label of “All Formulary Drugs” is applied for plans that cover 100% of “generic” and 100% of “brand” products (either by covering all formulary drug products in the gap or by having no initial coverage limit).",,,,,,,,,,,,,,
* Indicates plan does not offer Part D drug coverage.,,,,,,,,,,,,,,
** MOOP is defined as: Maximum Out-of-Pocket (MOOP) limit on enrollee spending that includes costs for all in-network Part A and Part B Services. N/A is defined as Not Applicable,,,,,,,,,,,,,,
State,County,Organization Name,Plan Name,Type of Medicare Health Plan,"Monthly Consolidated Premium 
(Includes 
Part C + D)",Annual Drug Deductible,"Drug 
Benefit 
Type","Type of 
Additional Coverage Offered in the Gap",Drug Benefit Type Detail,Contract ID,Plan ID,Segment ID,In-network MOOP Amount **,Overall            Star Rating
Indiana,Franklin,Universal American Corp.,Today's Options Premier Plus 650B (PFFS),PFFS,$46.00,$0,Enhanced,No Gap Coverage,EA,H5421,070,0, N/A ,2.5 Stars
Indiana,Franklin,Universal American Corp.,Today's Options Premier 300 (PFFS),PFFS *,$35.00,,,,,H5421,206,0, N/A ,2.5 Stars
Indiana,Franklin,Universal American Corp.,Today's Options Premier Plus 350A (PFFS),PFFS,$103.00,$0,Enhanced,No Gap Coverage,EA,H5421,212,0, N/A ,2.5 Stars
Indiana,Franklin,Humana Insurance Company,HumanaChoice R5826-008 (Regional PPO),Regional PPO,$66.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,008,0," $6,700 ",3.5 Stars
Indiana,Franklin,Humana Insurance Company,HumanaChoice R5826-066 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,066,0," $5,000 ",3.5 Stars
Indiana,Franklin,Anthem Blue Cross and Blue Shield,Blue Medicare Access Value (Regional PPO),Regional PPO,$34.00,$80,Enhanced,No Gap Coverage,EA,R5941,009,0," $6,500 ",3 Stars
Indiana,Fulton,Care Improvement Plus,Care Improvement Plus Medicare Advantage (PPO),Local PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,H0084,017,0," $5,900 ",2.5 Stars
Indiana,Fulton,UnitedHealthcare,AARP MedicareComplete Choice (PPO),Local PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,H1509,001,0," $4,400 ",3.5 Stars
Indiana,Fulton,Humana Insurance Company,HumanaChoice H1510-005 (PPO),Local PPO,$45.00,$0,Enhanced,Few Generics and Few Brands,EA,H1510,005,0," $4,900 ",4 Stars
Indiana,Fulton,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Enhanced (PPO),Local PPO,$84.00,$0,Enhanced,Many Generics,EA,H5508,001,0," $4,000 ",3 Stars
Indiana,Fulton,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Preferred (PPO),Local PPO *,$0.00,,,,,H5508,002,0," $4,000 ",3 Stars
Indiana,Fulton,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Select (PPO),Local PPO,$0.00,$0,Enhanced,Many Generics,EA,H5508,005,0," $4,100 ",3 Stars
Indiana,Fulton,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Choice (PPO),Local PPO,$39.00,$0,Enhanced,Many Generics,EA,H5508,006,0," $4,000 ",3 Stars
Indiana,Fulton,Universal American Corp.,Today's Options Premier 600 (PFFS),PFFS *,$20.00,,,,,H6169,012,0, N/A ,2.5 Stars
Indiana,Fulton,Universal American Corp.,Today's Options Premier Plus 650B (PFFS),PFFS,$64.00,$0,Enhanced,No Gap Coverage,EA,H6169,032,0, N/A ,2.5 Stars
Indiana,Fulton,Universal American Corp.,Today's Options Premier 300 (PFFS),PFFS *,$50.00,,,,,H6169,050,0, N/A ,2.5 Stars
Indiana,Fulton,Universal American Corp.,Today's Options Premier Plus 350A (PFFS),PFFS,$117.00,$0,Enhanced,No Gap Coverage,EA,H6169,054,0, N/A ,2.5 Stars
Indiana,Fulton,Humana Insurance Company,Humana Gold Choice H8145-012 (PFFS),PFFS,$172.00,$0,Enhanced,Few Generics and Few Brands,EA,H8145,012,0, N/A ,3.5 Stars
Indiana,Fulton,Humana Insurance Company,HumanaChoice R5826-008 (Regional PPO),Regional PPO,$66.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,008,0," $6,700 ",3.5 Stars
Indiana,Fulton,Humana Insurance Company,HumanaChoice R5826-066 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,066,0," $5,000 ",3.5 Stars
Indiana,Fulton,Anthem Blue Cross and Blue Shield,Blue Medicare Access Value (Regional PPO),Regional PPO,$34.00,$80,Enhanced,No Gap Coverage,EA,R5941,009,0," $6,500 ",3 Stars
Indiana,Gibson,Humana Insurance Company,HumanaChoice H1510-004 (PPO),Local PPO,$36.00,$0,Enhanced,Few Generics and Few Brands,EA,H1510,004,0," $4,900 ",4 Stars
Indiana,Gibson,Anthem Blue Cross and Blue Shield,Anthem Medicare Preferred Standard (PPO),Local PPO,$53.00,$60,Enhanced,No Gap Coverage,EA,H1607,001,0," $5,200 ",3 Stars
Indiana,Gibson,Anthem Blue Cross and Blue Shield,Anthem Medicare Preferred Core (PPO),Local PPO,$29.00,$90,Basic,No Gap Coverage,BA,H1607,008,0," $6,000 ",3 Stars
Indiana,Gibson,"Humana Health Plan, Inc.",Humana Gold Plus H2012-027 (HMO),Local HMO,$0.00,$0,Enhanced,Few Generics and Few Brands,EA,H2012,027,0," $4,500 ",3.5 Stars
Indiana,Gibson,Universal American Corp.,Today's Options Premier 600 (PFFS),PFFS *,$50.00,,,,,H6169,013,0, N/A ,2.5 Stars
Indiana,Gibson,Universal American Corp.,Today's Options Premier Plus 350A (PFFS),PFFS,$152.00,$0,Enhanced,No Gap Coverage,EA,H6169,024,0, N/A ,2.5 Stars
Indiana,Gibson,Universal American Corp.,Today's Options Premier Plus 650D (PFFS),PFFS,$92.00,$85,Basic,No Gap Coverage,BA,H6169,033,0, N/A ,2.5 Stars
Indiana,Gibson,Universal American Corp.,Today's Options Premier 300 (PFFS),PFFS *,$80.00,,,,,H6169,051,0, N/A ,2.5 Stars
Indiana,Gibson,Humana Insurance Company,Humana Gold Choice H8145-011 (PFFS),PFFS,$82.00,$0,Enhanced,Few Generics and Few Brands,EA,H8145,011,0, N/A ,3.5 Stars
Indiana,Gibson,Humana Insurance Company,HumanaChoice R5826-008 (Regional PPO),Regional PPO,$66.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,008,0," $6,700 ",3.5 Stars
Indiana,Gibson,Humana Insurance Company,HumanaChoice R5826-066 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,066,0," $5,000 ",3.5 Stars
Indiana,Gibson,Anthem Blue Cross and Blue Shield,Blue Medicare Access Value (Regional PPO),Regional PPO,$34.00,$80,Enhanced,No Gap Coverage,EA,R5941,009,0," $6,500 ",3 Stars
Indiana,Grant,Care Improvement Plus,Care Improvement Plus Medicare Advantage (PPO),Local PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,H0084,017,0," $5,900 ",2.5 Stars
Indiana,Grant,Humana Insurance Company,HumanaChoice H1510-005 (PPO),Local PPO,$45.00,$0,Enhanced,Few Generics and Few Brands,EA,H1510,005,0," $4,900 ",4 Stars
Indiana,Grant,Universal American Corp.,Today's Options Advantage Plus 650B (PPO),Local PPO,$64.00,$0,Enhanced,No Gap Coverage,EA,H5378,184,0," $6,700 ",2.5 Stars
Indiana,Grant,Universal American Corp.,Today's Options Advantage Plus 350A (PPO),Local PPO,$127.00,$0,Enhanced,No Gap Coverage,EA,H5378,200,0," $3,250 ",2.5 Stars
Indiana,Grant,Universal American Corp.,Today's Options Premier 600 (PFFS),PFFS *,$50.00,,,,,H6169,013,0, N/A ,2.5 Stars
Indiana,Grant,Universal American Corp.,Today's Options Premier Plus 350A (PFFS),PFFS,$152.00,$0,Enhanced,No Gap Coverage,EA,H6169,024,0, N/A ,2.5 Stars
Indiana,Grant,Universal American Corp.,Today's Options Premier Plus 650D (PFFS),PFFS,$92.00,$85,Basic,No Gap Coverage,BA,H6169,033,0, N/A ,2.5 Stars
Indiana,Grant,Universal American Corp.,Today's Options Premier 300 (PFFS),PFFS *,$80.00,,,,,H6169,051,0, N/A ,2.5 Stars
Indiana,Grant,Indiana University Health Plans - Medicare,IU Health Plans Medicare Select (HMO),Local HMO *,$0.00,,,,,H7220,002,0," $4,500 ",4.5 Stars
Indiana,Grant,Indiana University Health Plans - Medicare,IU Health Plans Medicare Select Plus (HMO),Local HMO,$54.00,$0,Enhanced,No Gap Coverage,EA,H7220,003,0," $4,500 ",4.5 Stars
Indiana,Grant,Indiana University Health Plans - Medicare,IU Health Plans Medicare Choice (HMO-POS),Local HMO,$98.00,$0,Enhanced,Many Generics,EA,H7220,004,0," $3,950 ",4.5 Stars
Indiana,Grant,Humana Insurance Company,Humana Gold Choice H8145-012 (PFFS),PFFS,$172.00,$0,Enhanced,Few Generics and Few Brands,EA,H8145,012,0, N/A ,3.5 Stars
Indiana,Grant,Humana Insurance Company,HumanaChoice R5826-008 (Regional PPO),Regional PPO,$66.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,008,0," $6,700 ",3.5 Stars
Indiana,Grant,Humana Insurance Company,HumanaChoice R5826-066 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,066,0," $5,000 ",3.5 Stars
Indiana,Grant,Anthem Blue Cross and Blue Shield,Blue Medicare Access Value (Regional PPO),Regional PPO,$34.00,$80,Enhanced,No Gap Coverage,EA,R5941,009,0," $6,500 ",3 Stars
Indiana,Greene,Anthem Blue Cross and Blue Shield,Anthem Medicare Preferred Core (PPO),Local PPO,$70.00,$90,Basic,No Gap Coverage,BA,H1607,011,0," $6,000 ",3 Stars
Indiana,Greene,Indiana University Health Plans - Medicare,IU Health Plans Medicare Select (HMO),Local HMO *,$0.00,,,,,H7220,002,0," $4,500 ",4.5 Stars
Indiana,Greene,Indiana University Health Plans - Medicare,IU Health Plans Medicare Select Plus (HMO),Local HMO,$54.00,$0,Enhanced,No Gap Coverage,EA,H7220,003,0," $4,500 ",4.5 Stars
Indiana,Greene,Indiana University Health Plans - Medicare,IU Health Plans Medicare Choice (HMO-POS),Local HMO,$98.00,$0,Enhanced,Many Generics,EA,H7220,004,0," $3,950 ",4.5 Stars
Indiana,Greene,Humana Insurance Company,HumanaChoice R5826-008 (Regional PPO),Regional PPO,$66.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,008,0," $6,700 ",3.5 Stars
Indiana,Greene,Humana Insurance Company,HumanaChoice R5826-066 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,066,0," $5,000 ",3.5 Stars
Indiana,Greene,Anthem Blue Cross and Blue Shield,Blue Medicare Access Value (Regional PPO),Regional PPO,$34.00,$80,Enhanced,No Gap Coverage,EA,R5941,009,0," $6,500 ",3 Stars
Indiana,Hamilton,UnitedHealthcare,AARP MedicareComplete Choice (PPO),Local PPO,$38.00,$0,Enhanced,No Gap Coverage,EA,H1509,007,0," $4,700 ",3.5 Stars
Indiana,Hamilton,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (PPO),Local PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,H1509,010,0," $5,200 ",3.5 Stars
Indiana,Hamilton,Humana Insurance Company,HumanaChoice H1510-001 (PPO),Local PPO,$50.00,$0,Enhanced,Few Generics and Few Brands,EA,H1510,001,0," $5,900 ",4 Stars
Indiana,Hamilton,Anthem Blue Cross and Blue Shield,Anthem Medicare Preferred Standard (PPO),Local PPO,$53.00,$60,Enhanced,No Gap Coverage,EA,H1607,001,0," $5,200 ",3 Stars
Indiana,Hamilton,"Humana Health Plan, Inc.",Humana Gold Plus H2012-009 (HMO),Local HMO,$0.00,$0,Enhanced,Few Generics and Few Brands,EA,H2012,009,0," $5,900 ",3.5 Stars
Indiana,Hamilton,Universal American Corp.,Today's Options Advantage Plus 650B (PPO),Local PPO,$64.00,$0,Enhanced,No Gap Coverage,EA,H5378,184,0," $6,700 ",2.5 Stars
Indiana,Hamilton,Universal American Corp.,Today's Options Advantage Plus 350A (PPO),Local PPO,$127.00,$0,Enhanced,No Gap Coverage,EA,H5378,200,0," $3,250 ",2.5 Stars
Indiana,Hamilton,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Enhanced (PPO),Local PPO,$84.00,$0,Enhanced,Many Generics,EA,H5508,001,0," $4,000 ",3 Stars
Indiana,Hamilton,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Preferred (PPO),Local PPO *,$0.00,,,,,H5508,002,0," $4,000 ",3 Stars
Indiana,Hamilton,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Select (PPO),Local PPO,$0.00,$0,Enhanced,Many Generics,EA,H5508,005,0," $4,100 ",3 Stars
Indiana,Hamilton,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Choice (PPO),Local PPO,$39.00,$0,Enhanced,Many Generics,EA,H5508,006,0," $4,000 ",3 Stars
Indiana,Hamilton,Universal American Corp.,Today's Options Classic (HMO),Local HMO,$27.00,$0,Enhanced,No Gap Coverage,EA,H5656,014,0," $6,700 ",3 Stars
Indiana,Hamilton,Universal American Corp.,Today's Options Premier (HMO),Local HMO,$65.00,$0,Enhanced,Many Generics and Few Brands,EA,H5656,015,0," $3,250 ",3 Stars
Indiana,Hamilton,Universal American Corp.,Today's Options Premier 600 (PFFS),PFFS *,$50.00,,,,,H6169,013,0, N/A ,2.5 Stars
Indiana,Hamilton,Universal American Corp.,Today's Options Premier Plus 350A (PFFS),PFFS,$152.00,$0,Enhanced,No Gap Coverage,EA,H6169,024,0, N/A ,2.5 Stars
Indiana,Hamilton,Universal American Corp.,Today's Options Premier Plus 650D (PFFS),PFFS,$92.00,$85,Basic,No Gap Coverage,BA,H6169,033,0, N/A ,2.5 Stars
Indiana,Hamilton,Universal American Corp.,Today's Options Premier 300 (PFFS),PFFS *,$80.00,,,,,H6169,051,0, N/A ,2.5 Stars
Indiana,Hamilton,Indiana University Health Plans - Medicare,IU Health Plans Medicare Select (HMO),Local HMO *,$0.00,,,,,H7220,002,0," $4,500 ",4.5 Stars
Indiana,Hamilton,Indiana University Health Plans - Medicare,IU Health Plans Medicare Select Plus (HMO),Local HMO,$54.00,$0,Enhanced,No Gap Coverage,EA,H7220,003,0," $4,500 ",4.5 Stars
Indiana,Hamilton,Indiana University Health Plans - Medicare,IU Health Plans Medicare Choice (HMO-POS),Local HMO,$98.00,$0,Enhanced,Many Generics,EA,H7220,004,0," $3,950 ",4.5 Stars
Indiana,Hamilton,Humana Insurance Company,Humana Gold Choice H8145-012 (PFFS),PFFS,$172.00,$0,Enhanced,Few Generics and Few Brands,EA,H8145,012,0, N/A ,3.5 Stars
Indiana,Hamilton,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Network (HMO),Local HMO,$33.00,$0,Enhanced,Many Generics,EA,H8822,004,0," $3,900 ",2.5 Stars
Indiana,Hamilton,Humana Insurance Company,HumanaChoice R5826-008 (Regional PPO),Regional PPO,$66.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,008,0," $6,700 ",3.5 Stars
Indiana,Hamilton,Humana Insurance Company,HumanaChoice R5826-066 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,066,0," $5,000 ",3.5 Stars
Indiana,Hamilton,Anthem Blue Cross and Blue Shield,Blue Medicare Access Value (Regional PPO),Regional PPO,$34.00,$80,Enhanced,No Gap Coverage,EA,R5941,009,0," $6,500 ",3 Stars
Indiana,Hancock,UnitedHealthcare,AARP MedicareComplete Choice (PPO),Local PPO,$38.00,$0,Enhanced,No Gap Coverage,EA,H1509,007,0," $4,700 ",3.5 Stars
Indiana,Hancock,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (PPO),Local PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,H1509,010,0," $5,200 ",3.5 Stars
Indiana,Hancock,Humana Insurance Company,HumanaChoice H1510-001 (PPO),Local PPO,$50.00,$0,Enhanced,Few Generics and Few Brands,EA,H1510,001,0," $5,900 ",4 Stars
Indiana,Hancock,Anthem Blue Cross and Blue Shield,Anthem Medicare Preferred Standard (PPO),Local PPO,$53.00,$60,Enhanced,No Gap Coverage,EA,H1607,001,0," $5,200 ",3 Stars
Indiana,Hancock,"Humana Health Plan, Inc.",Humana Gold Plus H2012-009 (HMO),Local HMO,$0.00,$0,Enhanced,Few Generics and Few Brands,EA,H2012,009,0," $5,900 ",3.5 Stars
Indiana,Hancock,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Enhanced (PPO),Local PPO,$84.00,$0,Enhanced,Many Generics,EA,H5508,001,0," $4,000 ",3 Stars
Indiana,Hancock,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Preferred (PPO),Local PPO *,$0.00,,,,,H5508,002,0," $4,000 ",3 Stars
Indiana,Hancock,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Select (PPO),Local PPO,$0.00,$0,Enhanced,Many Generics,EA,H5508,005,0," $4,100 ",3 Stars
Indiana,Hancock,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Choice (PPO),Local PPO,$39.00,$0,Enhanced,Many Generics,EA,H5508,006,0," $4,000 ",3 Stars
Indiana,Hancock,Universal American Corp.,Today's Options Premier 600 (PFFS),PFFS *,$50.00,,,,,H6169,013,0, N/A ,2.5 Stars
Indiana,Hancock,Universal American Corp.,Today's Options Premier Plus 350A (PFFS),PFFS,$152.00,$0,Enhanced,No Gap Coverage,EA,H6169,024,0, N/A ,2.5 Stars
Indiana,Hancock,Universal American Corp.,Today's Options Premier Plus 650D (PFFS),PFFS,$92.00,$85,Basic,No Gap Coverage,BA,H6169,033,0, N/A ,2.5 Stars
Indiana,Hancock,Universal American Corp.,Today's Options Premier 300 (PFFS),PFFS *,$80.00,,,,,H6169,051,0, N/A ,2.5 Stars
Indiana,Hancock,Indiana University Health Plans - Medicare,IU Health Plans Medicare Select (HMO),Local HMO *,$0.00,,,,,H7220,002,0," $4,500 ",4.5 Stars
Indiana,Hancock,Indiana University Health Plans - Medicare,IU Health Plans Medicare Select Plus (HMO),Local HMO,$54.00,$0,Enhanced,No Gap Coverage,EA,H7220,003,0," $4,500 ",4.5 Stars
Indiana,Hancock,Indiana University Health Plans - Medicare,IU Health Plans Medicare Choice (HMO-POS),Local HMO,$98.00,$0,Enhanced,Many Generics,EA,H7220,004,0," $3,950 ",4.5 Stars
Indiana,Hancock,Humana Insurance Company,Humana Gold Choice H8145-012 (PFFS),PFFS,$172.00,$0,Enhanced,Few Generics and Few Brands,EA,H8145,012,0, N/A ,3.5 Stars
Indiana,Hancock,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Network (HMO),Local HMO,$33.00,$0,Enhanced,Many Generics,EA,H8822,004,0," $3,900 ",2.5 Stars
Indiana,Hancock,Humana Insurance Company,HumanaChoice R5826-008 (Regional PPO),Regional PPO,$66.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,008,0," $6,700 ",3.5 Stars
Indiana,Hancock,Humana Insurance Company,HumanaChoice R5826-066 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,066,0," $5,000 ",3.5 Stars
Indiana,Hancock,Anthem Blue Cross and Blue Shield,Blue Medicare Access Value (Regional PPO),Regional PPO,$34.00,$80,Enhanced,No Gap Coverage,EA,R5941,009,0," $6,500 ",3 Stars
Indiana,Harrison,Anthem Blue Cross and Blue Shield,Anthem Medicare Preferred Standard (PPO),Local PPO,$53.00,$60,Enhanced,No Gap Coverage,EA,H1607,001,0," $5,200 ",3 Stars
Indiana,Harrison,Humana Insurance Company,HumanaChoice H1806-001 (PPO),Local PPO,$66.00,$0,Enhanced,Few Generics and Few Brands,EA,H1806,001,0," $6,700 ",3.5 Stars
Indiana,Harrison,Humana Insurance Company,Humana Gold Choice H8145-012 (PFFS),PFFS,$172.00,$0,Enhanced,Few Generics and Few Brands,EA,H8145,012,0, N/A ,3.5 Stars
Indiana,Harrison,Humana Insurance Company,HumanaChoice R5826-008 (Regional PPO),Regional PPO,$66.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,008,0," $6,700 ",3.5 Stars
Indiana,Harrison,Humana Insurance Company,HumanaChoice R5826-066 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,066,0," $5,000 ",3.5 Stars
Indiana,Harrison,Anthem Blue Cross and Blue Shield,Blue Medicare Access Value (Regional PPO),Regional PPO,$34.00,$80,Enhanced,No Gap Coverage,EA,R5941,009,0," $6,500 ",3 Stars
Indiana,Hendricks,UnitedHealthcare,AARP MedicareComplete Choice (PPO),Local PPO,$38.00,$0,Enhanced,No Gap Coverage,EA,H1509,007,0," $4,700 ",3.5 Stars
Indiana,Hendricks,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (PPO),Local PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,H1509,010,0," $5,200 ",3.5 Stars
Indiana,Hendricks,Humana Insurance Company,HumanaChoice H1510-001 (PPO),Local PPO,$50.00,$0,Enhanced,Few Generics and Few Brands,EA,H1510,001,0," $5,900 ",4 Stars
Indiana,Hendricks,Anthem Blue Cross and Blue Shield,Anthem Medicare Preferred Standard (PPO),Local PPO,$53.00,$60,Enhanced,No Gap Coverage,EA,H1607,001,0," $5,200 ",3 Stars
Indiana,Hendricks,"Humana Health Plan, Inc.",Humana Gold Plus H2012-009 (HMO),Local HMO,$0.00,$0,Enhanced,Few Generics and Few Brands,EA,H2012,009,0," $5,900 ",3.5 Stars
Indiana,Hendricks,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Enhanced (PPO),Local PPO,$84.00,$0,Enhanced,Many Generics,EA,H5508,001,0," $4,000 ",3 Stars
Indiana,Hendricks,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Preferred (PPO),Local PPO *,$0.00,,,,,H5508,002,0," $4,000 ",3 Stars
Indiana,Hendricks,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Select (PPO),Local PPO,$0.00,$0,Enhanced,Many Generics,EA,H5508,005,0," $4,100 ",3 Stars
Indiana,Hendricks,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Choice (PPO),Local PPO,$39.00,$0,Enhanced,Many Generics,EA,H5508,006,0," $4,000 ",3 Stars
Indiana,Hendricks,Universal American Corp.,Today's Options Premier 600 (PFFS),PFFS *,$50.00,,,,,H6169,013,0, N/A ,2.5 Stars
Indiana,Hendricks,Universal American Corp.,Today's Options Premier Plus 350A (PFFS),PFFS,$152.00,$0,Enhanced,No Gap Coverage,EA,H6169,024,0, N/A ,2.5 Stars
Indiana,Hendricks,Universal American Corp.,Today's Options Premier Plus 650D (PFFS),PFFS,$92.00,$85,Basic,No Gap Coverage,BA,H6169,033,0, N/A ,2.5 Stars
Indiana,Hendricks,Universal American Corp.,Today's Options Premier 300 (PFFS),PFFS *,$80.00,,,,,H6169,051,0, N/A ,2.5 Stars
Indiana,Hendricks,Indiana University Health Plans - Medicare,IU Health Plans Medicare Select (HMO),Local HMO *,$0.00,,,,,H7220,002,0," $4,500 ",4.5 Stars
Indiana,Hendricks,Indiana University Health Plans - Medicare,IU Health Plans Medicare Select Plus (HMO),Local HMO,$54.00,$0,Enhanced,No Gap Coverage,EA,H7220,003,0," $4,500 ",4.5 Stars
Indiana,Hendricks,Indiana University Health Plans - Medicare,IU Health Plans Medicare Choice (HMO-POS),Local HMO,$98.00,$0,Enhanced,Many Generics,EA,H7220,004,0," $3,950 ",4.5 Stars
Indiana,Hendricks,Humana Insurance Company,Humana Gold Choice H8145-012 (PFFS),PFFS,$172.00,$0,Enhanced,Few Generics and Few Brands,EA,H8145,012,0, N/A ,3.5 Stars
Indiana,Hendricks,Humana Insurance Company,HumanaChoice R5826-008 (Regional PPO),Regional PPO,$66.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,008,0," $6,700 ",3.5 Stars
Indiana,Hendricks,Humana Insurance Company,HumanaChoice R5826-066 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,066,0," $5,000 ",3.5 Stars
Indiana,Hendricks,Anthem Blue Cross and Blue Shield,Blue Medicare Access Value (Regional PPO),Regional PPO,$34.00,$80,Enhanced,No Gap Coverage,EA,R5941,009,0," $6,500 ",3 Stars
Indiana,Henry,Care Improvement Plus,Care Improvement Plus Medicare Advantage (PPO),Local PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,H0084,017,0," $5,900 ",2.5 Stars
Indiana,Henry,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Enhanced (PPO),Local PPO,$84.00,$0,Enhanced,Many Generics,EA,H5508,001,0," $4,000 ",3 Stars
Indiana,Henry,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Preferred (PPO),Local PPO *,$0.00,,,,,H5508,002,0," $4,000 ",3 Stars
Indiana,Henry,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Select (PPO),Local PPO,$0.00,$0,Enhanced,Many Generics,EA,H5508,005,0," $4,100 ",3 Stars
Indiana,Henry,"ADVANTAGE Health Solutions, Inc.",ADVANTAGE Choice (PPO),Local PPO,$39.00,$0,Enhanced,Many Generics,EA,H5508,006,0," $4,000 ",3 Stars
Indiana,Henry,Universal American Corp.,Today's Options Premier 600 (PFFS),PFFS *,$50.00,,,,,H6169,013,0, N/A ,2.5 Stars
Indiana,Henry,Universal American Corp.,Today's Options Premier Plus 350A (PFFS),PFFS,$152.00,$0,Enhanced,No Gap Coverage,EA,H6169,024,0, N/A ,2.5 Stars
Indiana,Henry,Universal American Corp.,Today's Options Premier Plus 650D (PFFS),PFFS,$92.00,$85,Basic,No Gap Coverage,BA,H6169,033,0, N/A ,2.5 Stars
Indiana,Henry,Universal American Corp.,Today's Options Premier 300 (PFFS),PFFS *,$80.00,,,,,H6169,051,0, N/A ,2.5 Stars
Indiana,Henry,Indiana University Health Plans - Medicare,IU Health Plans Medicare Select (HMO),Local HMO *,$0.00,,,,,H7220,002,0," $4,500 ",4.5 Stars
Indiana,Henry,Indiana University Health Plans - Medicare,IU Health Plans Medicare Select Plus (HMO),Local HMO,$54.00,$0,Enhanced,No Gap Coverage,EA,H7220,003,0," $4,500 ",4.5 Stars
Indiana,Henry,Indiana University Health Plans - Medicare,IU Health Plans Medicare Choice (HMO-POS),Local HMO,$98.00,$0,Enhanced,Many Generics,EA,H7220,004,0," $3,950 ",4.5 Stars
Indiana,Henry,Humana Insurance Company,Humana Gold Choice H8145-012 (PFFS),PFFS,$172.00,$0,Enhanced,Few Generics and Few Brands,EA,H8145,012,0, N/A ,3.5 Stars
Indiana,Henry,Humana Insurance Company,HumanaChoice R5826-008 (Regional PPO),Regional PPO,$66.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,008,0," $6,700 ",3.5 Stars
Indiana,Henry,Humana Insurance Company,HumanaChoice R5826-066 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,066,0," $5,000 ",3.5 Stars
